Sheet 1 Row,Sheet 2 Row,Similarity Score
198,13,0.9999998807907104
198,27,0.9999998807907104
198,44,0.9999998807907104
198,46,0.9999998807907104
198,49,0.9999998807907104
198,62,0.9999998807907104
198,65,0.9999998807907104
198,76,0.9999998807907104
