Directorate,Operations,URN,MPS,IRIS,DIR,BTP,EIRF,WAASB,ASIF,SHE,MTR,LORRL,Date Entered,Incident Date,Year,Month,Weekday,Time,Hour,HourGroup,FinancialPeriodInYear,Period,Week,Qtr,Station,Bus Route,Location / Road Name,Area Within Station,Area Within Station (2),HOCO,Line Management,Area Management,Cover Group,Bus Route Journey,Bus Garage,Bus Operator,Boroughs,Ward,Easting,Northing,Description,Classification,Harm Score,Trigger 1,Trigger 2,Trigger 3,Spit,"Hate (D,F,H,R)",Intox,"RS / Beg (B,R)",Youth,Rep Off,"Ped Con (B,E,R,S)",Off Bus,Through Window,Weapon (seen/used),Liquid,Number of Vics,Victim 1 Gender,Victim 1 Job Role,Victim 2 Gender,Victim 2 Job Role,Victim 3 Gender,Victim 3 Job Role,Victim 4 Gender,Victim 4 Job Role,Victim 5 Gender,Victim 5 Job Role,Suspect Number (Aprox),Suspect Gender,CheckForSubject,CheckForAction,Confidence,Date_Created,ReportingLag
,,9528452,,,DIR,,,,,,,,27/11/2023,23/11/2023,2023,NOVEMBER,THURSDAY,12:35,12,10am-2pm,9,,,,,177,PLUMSTEAD ROAD - GREENWICH,,,,,,,,,,Greenwich,,544891,178796,"2x abusive males refusing to pay for travel.

Clear on recall",FRAUD OR FORGERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,24/11/2023 12:38,
,,9528524,,,DIR,,,,,,,,27/11/2023,23/11/2023,2023,NOVEMBER,THURSDAY,13:30,13,10am-2pm,9,,,,,46,BISHOP'S BRIDGE ROAD - CITY OF WESTMINSTER,,,,,,,,,,Westminster,,526343,181465,ROUTE 46 IS ALSO AFFAECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 13:33,
,,9528527,,,DIR,,,,,,,,27/11/2023,23/11/2023,2023,NOVEMBER,THURSDAY,13:33,13,10am-2pm,9,,,,,183,[BLANK],,,,,,,,,,Harrow,,515267,188107,STATION IS BLOCKED - AWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 13:34,
,,9528536,,,DIR,,,,,,,,27/11/2023,23/11/2023,2023,NOVEMBER,THURSDAY,13:38,13,10am-2pm,9,,,,,106,MARE STREET - HACKNEY,,,,,,,,,,Hackney,,534941,184176,"Male refusing to pay now becoming abusive
Bus recalled all clear, new log created.",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,24/11/2023 14:03,
,,9528707,,,DIR,,,,,,,,27/11/2023,23/11/2023,2023,NOVEMBER,THURSDAY,15:34,15,2pm-6pm,9,,,,,39,FALCON ROAD - WANDSWORTH,,,,,,,,,,Wandsworth,,527231,175783,"Driver states road is blocked bus on the move and now on St Johns Hill
Aware of closure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,24/11/2023 15:37,
,,9528710,,,DIR,,,,,,,,27/11/2023,23/11/2023,2023,NOVEMBER,THURSDAY,15:37,15,2pm-6pm,9,,,,,8,ROMAN ROAD - TOWER HAMLETS,,,,,,,,,,Tower Hamlets,,535214,182787,Male on bus caused a disturbance and threw alcohol at passengers before alighting. Advised,DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,24/11/2023 15:39,
,,9528714,,,DIR,,,,,,,,27/11/2023,23/11/2023,2023,NOVEMBER,THURSDAY,15:38,15,2pm-6pm,9,,,,,15,EAST INDIA DOCK ROAD - TOWER HAMLETS,,,,,,,,,,Tower Hamlets,,537602,180978,NOTHING SEEN ON CCTV DRIVER REPORTING RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,24/11/2023 15:41,
,,9528726,,,DIR,,,,,,,,27/11/2023,23/11/2023,2023,NOVEMBER,THURSDAY,15:46,15,2pm-6pm,9,,,,,227,BROMLEY ROAD - LONDON BOROUGH OF BROMLEY,,,,,,,,,,Bromley,,538163,169352,"2 females state  ic3 male F507 navy coat now at Mercedes dealer threatened to stab them before making off. Females now reonstrating with driver for not  stopping quickly enough. No knife seen.
*1606 - FROM OP THIS 2 FEMALE PAX VICTIM HAS LEFT THIS BU",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,3,24/11/2023 19:37,
,,9528727,,,DIR,,,,,,,,27/11/2023,23/11/2023,2023,NOVEMBER,THURSDAY,15:46,15,2pm-6pm,9,,,,,40,ETHEROW STREET - SOUTHWARK,,,,,,,,,,Southwark,,534126,173970,"CODE BLUE KEEPS COMING FROM THIS BUS - DRV DID NOT MAKE THE CALL 
DRV ADVISED TO SPEAK WITH IBUS AND REPORT RADIO ISSUE 
WILL KEEP ON ERT 
*1542 - RECALL - SAME ISSUE 
*1552 - OP AWARE OF THIS ISSUE - THIS HAS BEEN REPORTED - OP WILL AGAIN REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,24/11/2023 21:44,
,,9528807,,,DIR,,,,,,,,27/11/2023,23/11/2023,2023,NOVEMBER,THURSDAY,17:01,17,2pm-6pm,9,,,,,13,BALLARDS LANE - BARNET,,,,,,,,,,Barnet,,525620,191219,"2 PAX TEENAGER SWEARING AT DRV REFUSING TO LEAVE 

CALLED TO CLEAR",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,3,24/11/2023 17:06,
,,9528810,,,DIR,,,,,,,,27/11/2023,23/11/2023,2023,NOVEMBER,THURSDAY,17:04,17,2pm-6pm,9,,,,,148,"DENMARK HILL - LAMBETH, SOUTHWARK",,,,,,,,,,Southwark,,532530,176608,"2 abusive females refusing to alight
Recalled alighted",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,24/11/2023 17:07,
,,9528829,,,DIR,,,,,,,,27/11/2023,23/11/2023,2023,NOVEMBER,THURSDAY,17:26,17,2pm-6pm,9,,,,,17,GRAY'S INN ROAD - CAMDEN,,,,,,,,,,Camden,,530937,181842,Drv reporting inteding passengers sitting in the shelter that was badly damaged this morning,CRIMINAL DAMAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,24/11/2023 17:33,
,,9528836,,,DIR,,,,,,,,27/11/2023,23/11/2023,2023,NOVEMBER,THURSDAY,17:34,17,2pm-6pm,9,,,,,P12,RYE LANE - SOUTHWARK,,,,,,,,,,Southwark,,534337,176138,"Abusive male refusing to pay for travel

Clear on recall,",FRAUD OR FORGERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,24/11/2023 17:42,
,,9528872,,,DIR,,,,,,,,27/11/2023,23/11/2023,2023,NOVEMBER,THURSDAY,18:11,18,6pm-10pm,9,,,,,236,[BLANK],,,,,,,,,,Islington,,531409,186785,MISPER ENQ. DRV SAID THEY WILL CALL EMERGENCY SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,24/11/2023 18:13,
,,9528901,,,DIR,,,,,,,,27/11/2023,23/11/2023,2023,NOVEMBER,THURSDAY,18:35,18,6pm-10pm,9,,,,,466,ADDISCOMBE ROAD - CROYDON,,,,,,,,,,Croydon,,534099,165736,Road reopen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 18:36,
,,9528921,,,DIR,,,,,,,,27/11/2023,23/11/2023,2023,NOVEMBER,THURSDAY,19:05,19,6pm-10pm,9,,,,,355,KINGS AVENUE - LAMBETH,,,,,,,,,,Lambeth,,529987,174110,SOMETHING ABOUT TEMP ATS - BUT DRV SAID HE WILL CALL US BACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,24/11/2023 19:06,
,,9528947,,,DIR,,,,,,,,27/11/2023,23/11/2023,2023,NOVEMBER,THURSDAY,19:41,19,6pm-10pm,9,,,,,99,SLADE GREEN ROAD - BEXLEY,,,,,,,,,,Bexley,,552553,177334,"GROUP OF KIDS TURNED THE WING MIRROR OF THE DRV - SUSPECTS HAVE LEFT AND GONE INTO RAINBOW ROAD 
DRV IS CLEAR HAVE LEFT THE LOCATION",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,24/11/2023 19:43,
,,9528966,,,DIR,,,,,,,,27/11/2023,23/11/2023,2023,NOVEMBER,THURSDAY,19:59,19,6pm-10pm,9,,,,,41,WEST GREEN ROAD - LONDON BOROUGH OF HARINGEY,,,,,,,,,,Haringey,,533509,189010,"2 MALES ON A MOTORBIKE SNATCHING MOBILE PHONES RIDING UP AND DOWN ON THE PAVEMENT 
INDEX: L085 JHX (DRIVER CONFIRMS THIS AS THE INDEX).",THEFT AND HANDLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,24/11/2023 22:32,
,,9528969,,,DIR,,,,,,,,27/11/2023,23/11/2023,2023,NOVEMBER,THURSDAY,20:07,20,6pm-10pm,9,,,,,53,"OLD KENT ROAD - SOUTHWARK, LEWISHAM",,,,,,,,,,Southwark,,535175,177344,"BLACK MALE 29 DRUNK LAYING ON THE FLOOR 

2020HRS - SEE LINKED. DRIVER RECALLED ASKING IF THERE IS ANYONE COMING? 
INFORMED MPS HAVE BEEN CALLED NO ETA. 

CALLED TO CLEAR",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,24/11/2023 20:42,
,,9529029,,,DIR,,,,,,,,27/11/2023,23/11/2023,2023,NOVEMBER,THURSDAY,21:10,21,6pm-10pm,9,,,,,183,[BLANK],,,,,,,,,,Barnet,,522143,188277,MALE REFUSING T OPAY CODE 5,FRAUD OR FORGERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 21:11,
,,9529055,,,DIR,,,,,,,,27/11/2023,23/11/2023,2023,NOVEMBER,THURSDAY,21:34,21,6pm-10pm,9,,,,,70,[BLANK],,,,,,,,,,Kensington and Chelsea,,524284,181334,"PAX VERBALLY ABUSING THE DRIVER - REFUSING TO LEAVE 



21:43 IBUS REPORTING SAME AS ABOVE - IBUS CALLED DRV - HE HAS CLEARED",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,3,24/11/2023 21:44,
,,9529061,,,DIR,,,,,,,,27/11/2023,23/11/2023,2023,NOVEMBER,THURSDAY,21:39,21,6pm-10pm,9,,,,,15,COMMERCIAL ROAD - TOWER HAMLETS,,,,,,,,,,Tower Hamlets,,535717,181179,"F PAX ON THE BUS SHE HAS PAID FOR HER FARE - BAD HYGENIE - NO ACTUALY CONCERS - SHE IS ROUGH SLEEPER - UNABLE TO DRIVE THE BUS AS SMELL IS GETTING INTO THE CABIN 

DRV RECALLED RED - F IS  REF TO GET OFF & SHE IS SWEARING AND AGGRESSIVE - DRV REQ MPS",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,3,24/11/2023 22:01,
,,9529122,,,DIR,,,,,,,,27/11/2023,23/11/2023,2023,NOVEMBER,THURSDAY,22:45,22,10pm-2am,9,,,,,207,UXBRIDGE ROAD - HILLINGDON,,,,,,,,,,Hillingdon,,511381,180782,"PAX REF TO ALIGHT - MALE - LAYING DOWN ON THE UPPER DECK - C&B - SAYS NO WHEN ASKED TO LEAVE - LAST STOP 

*23:29 CONTROLLER CALLED - REF NOS. GIVEN 
*0003- DRV RECALLED ASKING FOR ETA - PAX STILL REF TO ALIGHT AND SWEARING 
RTPC ADVICE NO UNIT ASS",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,3,24/11/2023 00:06,
,,9529128,,,DIR,,,,,,,,27/11/2023,23/11/2023,2023,NOVEMBER,THURSDAY,22:56,22,10pm-2am,9,,,,,198,[BLANK],,,,,,,,,,Croydon,,532241,168323,AT TRAFFIC LIGHTS - THERE IS A MALE WITH STOP SIGN - NO WORKS IN PLACE AND ATS ARE OPERATIONAL - THIS IS CONFUSING ROADUSERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 23:35,
,,9529149,,,DIR,,,,,,,,27/11/2023,23/11/2023,2023,NOVEMBER,THURSDAY,23:33,23,10pm-2am,9,,,,,313,[BLANK],,,,,,,,,,Hertfordshire,,525023,201394,"AA15-16 3 WHITE YOUTHS 1 WEARING LIGHT CLOTHING THE OTHER 2 WEARING DARK CLOTHING 
SHINING LASER LIGHT INTO THE DRIVER'S EYES - WERE AGGRESSIVE TO DRIVER AND WANTING TO FIGHT 
FROM LINKED - DRV STATES ITS OPP THE MCDONALDS IN A GREEN AREA.",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,3,24/11/2023 06:10,
,,9529163,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,00:03,0,10pm-2am,9,,,,,207,UXBRIDGE ROAD - HILLINGDON,,,,,,,,,,Hillingdon,,511381,180782,LINKED,DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 00:04,
,,9529164,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,00:07,0,10pm-2am,9,,,,,182,[BLANK],,,,,,,,,,Barnet,,523234,187805,pax ref to alight - he told drv to call pol because he does not want to get off the bus - rough sleeper - c&b -,DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,24/11/2023 00:11,
,,9529166,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,00:08,0,10pm-2am,9,,,,,50,WELLESLEY ROAD - CROYDON,,,,,,,,,,Croydon,,532326,166239,"HAVE A PAX ON THE BUS CONFUSED - STATES WHERE HE WANTS TO GO - ADVISED THAT THE BUS DOES NOT GO THAT ROUTE - MALE AGRESS AND CONTS TO SIT AND WAIT 

MALE HAS NOW LEFT 

BLACK OR ASIAN MALE, AA80, GREY CAP, GLASSES, GREY OR BLACK JACKET, WHITE SHIRT W",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 00:36,
,,9529175,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,00:27,0,10pm-2am,9,,,,,94,"BAYSWATER ROAD - CITY OF WESTMINSTER, KENSINGTON AND CHELSEA",,,,,,,,,,Westminster,,525766,180582,"UNABLE TO UNDESTAND THE DRIVER - REQ MPS 
CALLED CONROLLER - NO REPLY
IBUS SHOWS DRIVER ON THE MOVE 
ALL CLEAR",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,25/11/2023 00:33,
,,9529178,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,00:42,0,10pm-2am,9,,,,,226,[BLANK],,,,,,,,,,Barnet,,525227,187440,"DRUNK MALE PASSED OUT ON THE BUS - CONFIRMED BREATHING

05:39 MPS CHASING IF STILL REQ - DRV NOT POLLING - CHASED IBUS CLEARED 01:00",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,25/11/2023 05:41,
,,9529179,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,00:48,0,10pm-2am,9,,,,,68,"CAMBERWELL ROAD - SOUTHWARK, LAMBETH",,,,,,,,,,Southwark,,532493,176911,MALE REFUSING TO ALIGHT AT LAST STOP,DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 03:04,
,,9529180,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,00:51,0,10pm-2am,9,,,,,393,SOUTHWOLD ROAD - HACKNEY,,,,,,,,,,Hackney,,535110,186673,"REQ MPS - BOYS SMOKING ON THE BUS - 4 MALES - UNKOWN WHAT THEY ARE SMOKING - 
NFD - 

*01:05 DRIVER RECALLED -  NO REPLY 
CALLED CONTROLLER - WILL SPEAK TO DRIVER 
393 op  not aware of any update",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,24/11/2023 03:31,
,,9529185,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,01:00,1,10pm-2am,9,,,,,75,LOAMPIT VALE - LEWISHAM,,,,,,,,,,Lewisham,,538128,175829,"12 YO GIRL ON THE BUS - SHE SAID SHE HAS NOWHERE TO GO - SHE WANTED TO GO WITH DRV TO CROYDON - SHE SAID SHE LIVES SOMEWHERE IN LEW - SHE SAID SHE HAS NO PARENTS 
DESCP:  WHITE F, WEARING RED SHOES, DARK HAIR, 120CM TALL- DARK JACKET, BLACK TROUSES,",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,25/11/2023 03:31,
,,9529188,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,01:16,1,10pm-2am,9,,,,,27,GLENTHORNE ROAD - HAMMERSMITH AND FULHAM,,,,,,,,,,Hammersmith and Fulham,,523149,178769,"DRUNK MALE ASLEEP ON THE BUS 

*01:41 DRIVER RECALLED - MPS ATTENDED - ALL CLEAR",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,25/11/2023 01:42,
,,9529189,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,01:20,1,10pm-2am,9,,,,,165,VIKING WAY - HAVERING,,,,,,,,,,Havering,,552011,182372,"INTOX MALE ASLEEP - C&B - SNOORING - DRV TRIED WAKE HIM SEVERAL TIMES NO SUCCESS 
DRV RECALLED - MALE NOW OFF THE BUS - RTPC UPDATED",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,25/11/2023 01:35,
,,9529192,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,01:29,1,10pm-2am,9,,,,,N89,NORTHUMBERLAND AVENUE - CITY OF WESTMINSTER,,,,,,,,,,Westminster,,530224,180345,M ON THE UPPER DESK - VERY RUDE AND REF TO GET OFF - LAST STOP  -,DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 01:33,
,,9529194,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,01:34,1,10pm-2am,9,,,,,N18,REGENT STREET - CITY OF WESTMINSTER,,,,,,,,,,Westminster,,529529,180647,"PAX FIGHTING ON THE BUS - NFDS
DRV RECALLED  ON RED- NO COMMS - NO FURTHER COMMS AFTER CALL BACK",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,24/11/2023 01:43,
,,9529197,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,01:51,1,10pm-2am,9,,,,,N133,VAUXHALL BRIDGE ROAD - CITY OF WESTMINSTER,,,,,,,,,,Westminster,,529047,179151,"2X M PAX REF TO ALIGHT THE BUS - ONE SLEEPING -C&B - OTHER ONE IS QUIET DOES NOT SAY ANYTHING - DRV AT LAST STOP
*0308- MPS ADVISED THEY WERE CANX TO THIS CALL AS PAX GOT OFF THE BUS",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,24/11/2023 03:09,
,,9529200,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,02:08,2,2am-6am,9,,,,,N32,[BLANK],,,,,,,,,,Barnet,,519541,191952,MALE REFUSING TO ALIGHT AT LAST STOP - BUS AT STOP F,DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 02:11,
,,9529201,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,02:11,2,2am-6am,9,,,,,N207,NEW OXFORD STREET - CAMDEN,,,,,,,,,,Camden,,529922,181408,"PAX JUMPED ON THE BUS WHEN BUS WAS MOVING - DRV CALLED MPS ON THEIR PHONE AND NOW WISH TO CANX AS PAX JUMPED. 

CAD 2564",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,24/11/2023 02:13,
,,9529202,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,02:59,2,2am-6am,9,,,,,N25,HOLLES STREET - CITY OF WESTMINSTER,,,,,,,,,,Westminster,,528822,181315,"pax got on the bus and taken off his shoes and socks and other items of clothing - pax arguing with drv at the cab door 
drv recalled during calling mps - pax now off the bus",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,24/11/2023 03:03,
,,9529203,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,03:03,3,2am-6am,9,,,,,N32,VAUXHALL BRIDGE ROAD - CITY OF WESTMINSTER,,,,,,,,,,Westminster,,529047,179151,"M PAX REF TO ALIGHT - BEEN VERBALY ABUSIVE TWRDS DRV - NOW GONE TO ASLEEP - C&B - LAST STOP 

03:35 RECALL - STILL WAITING AFTER 30 MINS
05:01 RECALL - STILL WAITING NEARLY 2 HOURS - MPS STILL TRYING TO FIND UNIT",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,3,24/11/2023 05:05,
,,9529205,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,03:07,3,2am-6am,9,,,,,,MILLENNIUM WAY - GREENWICH,,,,,,,,,,Greenwich,,539078,179863,"MALE REFUSING TO LEAVE AT LAST STOP 

03:11 RECALL - MALE HAS LEFT THE BUS",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 03:12,
,,9529206,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,03:09,3,2am-6am,9,,,,,N25,HAINAULT STREET - REDBRIDGE,,,,,,,,,,Redbridge,,543998,186753,REF TO ALIGHT - INTOX - AWAKE - PERSONAL BELONINGS ALL OVER THE BUS - BAD HYGENIE -REQ MPS,DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 03:12,
,,9529207,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,03:10,3,2am-6am,9,,,,,,CROMWELL ROAD - KINGSTON UPON THAMES,,,,,,,,,,Kingston upon Thames,,518260,169529,ROAD HAS REOPENED - SO23/47201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 03:13,
,,9529209,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,03:40,3,2am-6am,9,,,,,N9,[BLANK],,,,,,,,,,Hillingdon,,507587,175844,[BLANK],DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 03:40,
,,9529215,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,04:08,4,2am-6am,9,,,,,,[BLANK],,,,,,,,,,Brent,,521905,182948,"MALE ASLLEP ON THE BUS - REFUSING TO LEAVE 

*04:37 DRIVER RECALLED - ,MPS ATTENDED - ALL CLEAR",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,24/11/2023 04:37,
,,9529216,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,04:14,4,2am-6am,9,,,,,40,[BLANK],,,,,,,,,,Lambeth,,530364,176703,"STOCKWELL IBUS - GETTING CODE BLUES FROM BONNET EE222 - COULD BE 40- UNKOWN RTE NUMBER - UNABLE TO GET HOLD OF THE DRIVER - ADVISD THIS IS THE SAME BUS KEPT GHOST CALLING EVERY OTHER WEEK - ISSUE WITH THE BUS 

*04:36 DRIVER RECALLED - NO SPEECH 

*0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,25/11/2023 08:44,
,,9529218,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,04:21,4,2am-6am,9,,,,,,PENNINE DRIVE - BARNET,,,,,,,,,,Barnet,,523976,186838,"Operator reporting NOE NO23/47184B, the LT buses on Route 189 are too big to fit around the roundabout. Their safety manager has stated buses are not to use this.

NOE due in at 0930, diversion needs to be changed. Await early turn NTC to advise th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 13:31,
,,9529249,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,05:05,5,2am-6am,9,,,,,N271,"NEW NORTH ROAD - HACKNEY, ISLINGTON",,,,,,,,,,Islington,,532244,184050,"MALE HAS BOARDED BUS AND BECAME VERBALLY ABUSIVE 

05:07 RECALL - MALE HAS LEFT THE BUS",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,24/11/2023 05:07,
,,9529287,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,05:33,5,2am-6am,9,,,,,N29,GREEN LANES - ENFIELD,,,,,,,,,,Enfield,,531698,193744,"PAX BEING VERBALLY ABUSIVE  TO DRIVER AND OTHER PAX - REFUSING TO LEAVE 

*05:35 DRIVER RECALLED - ALL CLEAR",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,3,25/11/2023 05:36,
,,9529291,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,05:41,5,2am-6am,9,,,,,,[BLANK],,,,,,,,,,Hertfordshire,,526125,201469,"107 263 W8 231 - 1 bus missing off of each route, due to bus shortage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 12:34,
,,9529311,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,06:09,6,6am-10am,9,,,,,N18,HIGH ROAD - HARROW,,,,,,,,,,Harrow,,515041,190923,"MALE SLEEPING - BIT DRUNK REFUSING TO LEAVE THE BUS 

*0631 - RECALL FROM DRV - MPS TOOK PAX OFF THE BUS - DRV CLEAR",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,25/11/2023 06:31,
,,9529313,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,06:13,6,6am-10am,9,,,,,488,KENNINGHALL ROAD - HACKNEY,,,,,,,,,,Hackney,,534598,186173,[BLANK],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 06:14,
,,9529323,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,06:26,6,6am-10am,9,,,,,N38,[BLANK],,,,,,,,,,Waltham Forest,,537267,189059,"FEMALE SLEEPER ON BUS - END OF ROUTE - REFUSING TO LEAVE 

0709hrs, MPS ask if still required, advised yes. GIS shows the bus still at scene",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 07:10,
