Directorate,Operations,URN,MPS,IRIS,DIR,BTP,EIRF,WAASB,ASIF,SHE,MTR,LORRL,Date Entered,Incident Date,Year,Month,Weekday,Time,Hour,HourGroup,FinancialPeriodInYear,Period,Week,Qtr,Station,Bus Route,Location / Road Name,Area Within Station,Area Within Station (2),HOCO,Line Management,Area Management,Cover Group,Bus Route Journey,Bus Garage,Bus Operator,Boroughs,Ward,Easting,Northing,Description,Classification,Harm Score,Trigger 1,Trigger 2,Trigger 3,Spit,"Hate (D,F,H,R)",Intox,"RS / Beg (B,R)",Youth,Rep Off,"Ped Con (B,E,R,S)",Off Bus,Through Window,Weapon (seen/used),Liquid,Number of Vics,Victim 1 Gender,Victim 1 Job Role,Victim 2 Gender,Victim 2 Job Role,Victim 3 Gender,Victim 3 Job Role,Victim 4 Gender,Victim 4 Job Role,Victim 5 Gender,Victim 5 Job Role,Suspect Number (Aprox),Suspect Gender,CheckForSubject,CheckForAction,Confidence,Date_Created,ReportingLag
,,9529329,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,06:32,6,6am-10am,9,,,,,88,HIGHGATE ROAD - CAMDEN,,,,,,,,,,Camden,,528306,186291,"MALE SLEEPER REFUSING TO LEAVE - END OF ROUTE 

*0635 - RECALL FROM DRV - NO COMMS 
*0638 - RECALL FROM DRV - PAX LEFT - ALL CLEAR

CAD CANCELLED VIA RTPC",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,25/11/2023 06:39,
,,9529332,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,06:37,6,6am-10am,9,,,,,452,"LADBROKE GROVE - KENSINGTON AND CHELSEA, CITY OF WESTMINSTER",,,,,,,,,,Kensington and Chelsea,,524114,181816,PAX WAS ABUSIVE AND REFUSING TO PAY - DRV LATER SAID PAX OFF THE BUS - ALL CLEAR,DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,3,25/11/2023 06:38,
,,9529354,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,06:58,6,6am-10am,9,,,,,313,NAGS HEAD ROAD - ENFIELD,,,,,,,,,,Enfield,,535847,196068,ROAD IS NOW CLEAR - BUSES CAN RETURN BACK TO NORMAL LINE OF ROUTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 07:00,
,,9529376,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,07:05,7,6am-10am,9,,,,,H25,"HATTON ROAD - LONDON BOROUGH OF HOUNSLOW, HILLINGDON",,,,,,,,,,Hounslow,,508459,173761,"DRIVER REPORTING HATTON ROAD IS NOW ALL OPEN 

Diversion Reference - D61816

NTC ADVISES THAT ROAD WAS SUPPOSED TO BE CLOSED FOR 1 WEEK. BUSES TO REMAIN ON DIVERSION UNTIL CHECKED OUT

0903 NTC - HATTON RD REOPENED, BELL LANE REMAINS CLOSED - DIVER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,25/11/2023 11:32,
,,9529378,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,07:05,7,6am-10am,9,,,,,35,"BISHOPSGATE - CITY OF LONDON, TOWER HAMLETS",,,,,,,,,,City of London,,533378,181928,"DRV REPORTING BUS SHELTER LIGHT BROKEN - NOT SMASHED JUST NOT WORKING 

Bus Stop PRIMROSE STREET 
Stop No BP244 

Bus Stop PRIMROSE STREET 
Stop No BP244 
Road BISHOPSGATE 
Direction ALDGATE, BANK OR MONUMENT 
Shelter N 
Owner Transport for Lon",CRIMINAL DAMAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,24/11/2023 07:14,
,,9529388,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,07:10,7,6am-10am,9,,,,,H26,"HATTON ROAD - LONDON BOROUGH OF HOUNSLOW, HILLINGDON",,,,,,,,,,Hounslow,,508451,173661,"Drv reporting the road reopen

Aware",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,25/11/2023 07:11,
,,9529389,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,07:10,7,6am-10am,9,,,,,67,STAMFORD HILL - HACKNEY,,,,,,,,,,Hackney,,533689,187718,"LT229 - 349 ROUTE SITTING AT STAMFORD HILL UNATTENDED 

Bus Stop STAMFORD HILL BROADWAY 
Stop No BP5230 

CCTV 1430",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 07:13,
,,9529407,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,07:23,7,6am-10am,9,,,,,15,[BLANK],,,,,,,,,,Tower Hamlets,,538725,180834,FEMALE BEING VERBALLY ABUSIVE - REFUSING TO PAY OR ALIGHT - IC3 FEMALE,DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,24/11/2023 07:32,
,,9529420,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,07:33,7,6am-10am,9,,,,,58,HIGH STREET SOUTH - NEWHAM,,,,,,,,,,Newham,,542736,183047,"ROUGH SLEEPER REFUSING TO ALIGHT - DRV IS AT LAST STOP REQUESTING MPS 

07:47 - STILL WAITING FOR POLICE 

0807hrs - mps attended all clear",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,25/11/2023 08:07,
,,9529422,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,07:35,7,6am-10am,9,,,,,335,TUDWAY ROAD - GREENWICH,,,,,,,,,,Greenwich,,541223,175214,"DRIVER REPORTING - LOOKS LIKE SOMEONE HAS MOVED THE TEMP DOLLY STOP FROM TUDWAY ROAD TO OTTLEY DRIVER NEXT TO A BUILDING SITE  

NOE - SO23/45043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,24/11/2023 10:02,
,,9529434,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,07:44,7,6am-10am,9,,,,,121,BRUNSWICK ROAD - ENFIELD,,,,,,,,,,Enfield,,537384,198197,"MALE SLEEPER ON BUS ON UPPER DECK - END OF ROUTE - REFUSING TO LEAVE

0801hrs - recall all clear mps attended",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 08:01,
,,9529437,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,07:47,7,6am-10am,9,,,,,313,LAVENDER HILL - ENFIELD,,,,,,,,,,Enfield,,531406,197779,CONTRACTORS HAVE NARROWED THE ROAD WITH CONES - VERY DIFFICULT TO TURN LEFT FROM LAVENDER HILL ON TO HUNTERS WAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 09:35,
,,9529446,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,07:54,7,6am-10am,9,,,,,,"SHOREDITCH HIGH STREET - HACKNEY, TOWER HAMLETS",,,,,,,,,,Hackney,,533430,182091,"Reporting a duffle bag left at the bus stop

CCTV 1400 shows an MPS vehicle at the scene",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 08:01,
,,9529461,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,08:11,8,6am-10am,9,,,,,,"SHOREDITCH HIGH STREET - HACKNEY, TOWER HAMLETS",,,,,,,,,,Hackney,,533461,182190,"BSC INFORMING - THERE IS A LOST BAG LEFT AT THE BUS STOP - THEY'VE OPENED THE BAG - NOT SUSPICIOUS.

its all been dealt with mps arrived on scene",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 09:11,
,,9529472,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,08:26,8,6am-10am,9,,,,,327,BULLSMOOR LANE - ENFIELD,,,,,,,,,,Enfield,,535726,199831,"Drv reporting a verbally abusive male on his bus requesting mps assistance - he has also threatened the driver 

0837hrs - recall from drv asking for mps update advised they are enroute on a i grade 
0844 OP - EQ CAD",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,3,24/11/2023 08:44,
,,9529475,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,08:29,8,6am-10am,9,,,,,U1,[BLANK],,,,,,,,,,Hillingdon,,508364,186797,"SAYING BOTH STOP ARE HOODED - ARE THEY SERVING THE STOP OR NOT 
ADVISED IF STOP IS HOODED NOT TO SERVE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 08:30,
,,9529476,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,08:30,8,6am-10am,9,,,,,200,RIDGWAY - MERTON,,,,,,,,,,Merton,,524145,170947,"SAYING SCAFFOLDING WORKS AT THE LOCATION - ROAD IS PASSABLE 
DRV SAYING - PEDESTRIAN ARE WALKING ON THE ROAD BECAUSE OF THE PAVEMENT BEING CLOSED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,25/11/2023 08:33,
,,9529522,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,09:20,9,6am-10am,9,,,,,210,HIGHFIELD AVENUE - BARNET,,,,,,,,,,Barnet,,523913,187890,"Customer services reporting a vandalised bus shelter.

Was called in by a MoP to MPS last night

CRIS #2338889


Possibly the followinhg bus stop:
Bus Stop BRENT CROSS STATION <> 
Stop No 35327 
Road HIGHFIELD AVENUE 
Direction BRENT CROSS 
Shelter Y",CRIMINAL DAMAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 09:41,
,,9529532,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,09:33,9,6am-10am,9,,,,,17,[BLANK],,,,,,,,,,Southwark,,532873,180219,"MALE SLEEPER ON UPPER DECK - REFUSING TO LEAVE - CONFIRMED BREATHING 

0942, bus has moved to the stand at London Bridge Street. MPS updated",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 09:44,
,,9529535,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,09:39,9,6am-10am,9,,,,,31,ADELAIDE ROAD - CAMDEN,,,,,,,,,,Camden,,528043,184398,"ic4 male - tall aggresive - verbally abusive - refusing to pay or alight the bus - drv requesting for mps assistance 

cctv 104.260 views scene clear mps attended",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,3,24/11/2023 09:45,
,,9529536,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,09:39,9,6am-10am,9,,,,,,[BLANK],,,,,,,,,,,,530000,90000,CE04 NTC - MECH VAN - RECOVERY ETA 1HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 09:40,
,,9529559,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,10:06,10,10am-2pm,9,,,,,65,BROOK STREET - KINGSTON UPON THAMES,,,,,,,,,,Kingston upon Thames,,518109,169077,Water falling from a construction site. Intending pax are unable to wait at the bus stop due to the falling water,DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 10:36,
,,9529574,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,10:18,10,10am-2pm,9,,,,,58,[BLANK],,,,,,,,,,Waltham Forest,,537267,189059,"Male rough sleeper

BSC aware

10:36 - Police attended - Clear",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 10:37,
,,9529576,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,10:21,10,10am-2pm,9,,,,,303,STATION ROAD - BARNET,,,,,,,,,,Barnet,,519394,191844,"THERE IS NO WORK TAKING PLACE BUS STOP CAN BE REOPENED 

Bus Stop MANOR PARK CRESCENT 
Stop No 29833 
Point Letter J 

Bus Stop MANOR PARK CRESCENT 
Stop No 29833 
Road STATION ROAD 
Direction BURNT OAK 
Shelter Y 
Owner Transport for London",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 11:12,
,,9529599,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,10:48,10,10am-2pm,9,,,,,,HIGH ROAD - LONDON BOROUGH OF HARINGEY,,,,,,,,,,Haringey,,533629,188529,"TVF TRAFFIC WORKING BEHALF OF UK POWER NETWORK 07476 901 821 

EMREGENCY WORKS - NEEDS A BUS STOP SUSPENSION ASAP UNTIL 27TH NOVEMBER

Bus Stop SOUTH TOTTENHAM STATION # 
Stop No 2075 
Point Letter TD 

1100Hrs NTC informs that she is unable to clo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 11:11,
,,9529612,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,10:59,10,10am-2pm,9,,,,,134,HIGH ROAD - BARNET,,,,,,,,,,Barnet,,526322,192523,"MALE SLEEPING - DRUNK - REFUSING TO LEAVE THE BUS 

1111HRS - RECALL ALL CLEAR - CANX MPS 

CAD CANX WITH RTPC OPS",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 11:11,
,,9529637,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,11:28,11,10am-2pm,9,,,,,98,EDGWARE ROAD - CITY OF WESTMINSTER,,,,,,,,,,Westminster,,527660,181083,"WORKS ALL FINISHED - STOP CAN BE REOPENED 

Bus Stop MARBLE ARCH / EDGWARE ROAD 
Stop No 14 
Point Letter E 

Bus Stop MARBLE ARCH / EDGWARE ROAD 
Stop No 14 
Road EDGWARE ROAD 
Direction MAIDA VALE OR PADDINGTON 
Shelter Y 
Owner Transport for",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 13:44,
,,9529720,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,12:56,12,10am-2pm,9,,,,,,MARYLAND ROAD - CROYDON,,,,,,,,,,Croydon,,532061,169753,"70 year old white female. Missing since 1220hrs today.

Short grey hair, 5 foot 2 tall, 

wearing a brown top, blue jeans, pink slippers.

Alzhimers sufferer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 13:10,
,,9529724,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,13:00,13,10am-2pm,9,,,,,77,CONCERT HALL APPROACH - LAMBETH,,,,,,,,,,Lambeth,,530982,180108,"DRIVER INFORMING - BUSES ON DIVERSION VIA THE IMAX CINEMA - STOP NEEDS TO BE HOODED - PASSENGERS WAITING - ROUTE 77 NOT SERVING THE LAST & FAST BUSE STOP 

Bus Stop WATERLOO STATION <> # 
Stop No 37661 
Point Letter T 

Bus Stop WATERLOO STATION <> #",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,25/11/2023 14:08,
,,9529747,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,13:03,13,10am-2pm,9,,,,,121,HERTFORD ROAD - ENFIELD,,,,,,,,,,Enfield,,535169,197161,"Works have finished

T/M still in place

Drv advised",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,24/11/2023 13:32,
,,9529749,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,13:05,13,10am-2pm,9,,,,,208,LEWISHAM HIGH STREET - LEWISHAM,,,,,,,,,,Lewisham,,538205,175274,"MALE, WENT UPSTAIRS, VERBALLY ABUSED OTHER PAX, TRIED TO SMASH BUS WINDOW, LEFT BUS BY FIRE STATION
NO DESCRIPTION, CALL TIMED OUT, RECALLED DVR - NO ANSWER
13:13 - RECAL - STRAIGHT TO V'MAIL",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,3,25/11/2023 13:13,
,,9529753,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,13:09,13,10am-2pm,9,,,,,250,BRIXTON ROAD - LAMBETH,,,,,,,,,,Lambeth,,531009,175342,Misper now in the hands of MPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 13:10,
,,9529775,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,13:16,13,10am-2pm,9,,,,,11,HARWOOD ROAD - HAMMERSMITH AND FULHAM,,,,,,,,,,Hammersmith and Fulham,,525401,177197,"FEMALE LOOKING LOST AND CONFUSED - NFDS - DRV WENT SILENT NOT RESPONDING 
CALLING OP - OP WILL INVESTIGATE AND CALL US BACK 

*1340 - NO FURTHER CALL BACK - BUS MOVED OFF ON IBUS",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,25/11/2023 13:40,
,,9529788,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,13:27,13,10am-2pm,9,,,,,53,WAVERLEY CRESCENT - GREENWICH,,,,,,,,,,Greenwich,,544721,178167,Carraige enqs (pax with a nailgun),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,25/11/2023 14:14,
,,9529834,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,14:05,14,2pm-6pm,9,,,,,H98,"HANWORTH ROAD - LONDON BOROUGH OF HOUNSLOW, RICHMOND UPON THAMES",,,,,,,,,,Hounslow,,514136,175762,Driver stated male boarded without paying but has since left bus.,FRAUD OR FORGERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,25/11/2023 14:07,
,,9529837,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,14:08,14,2pm-6pm,9,,,,,236,[BLANK],,,,,,,,,,Hackney,,537035,184594,"Via Info Coordinator - MPS reporting MOP has complained to them about a driver driving erractically (braking hard and cornering quickly) as well as aruging with passengers. MOP very shaken.
Unfortunately no location given to MPS - VRM of bus is SK17H",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,24/11/2023 15:32,
,,9529850,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,14:26,14,2pm-6pm,9,,,,,35,BRIXTON HILL - LAMBETH,,,,,,,,,,Lambeth,,530976,175227,alleges pothole - checked and nothing found 1.4506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 14:31,
,,9529855,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,14:31,14,2pm-6pm,9,,,,,200,LOWER GREEN WEST - MERTON,,,,,,,,,,Merton,,527519,168525,"6 youths refusing to pay and causing a disturbance. Refusing to alight

CALLED TO CLEAR",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 14:38,
,,9529861,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,14:33,14,2pm-6pm,9,,,,,235,HIGH STREET - LONDON BOROUGH OF HOUNSLOW,,,,,,,,,,Hounslow,,510631,173191,there are potholes - but he doesn;t like the way they've been filled as the bus 'shudders',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 14:34,
,,9529863,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,14:34,14,2pm-6pm,9,,,,,150,"GREEN LANE - REDBRIDGE, BARKING AND DAGENHAM",,,,,,,,,,Redbridge,,545567,186759,"aa 12 to 17 yrs... spat at screen and giving middle finger.

spit on the screen...
Recalled alighted, minimal amount of spit to sample so is not bothering",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,25/11/2023 14:40,
,,9529880,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,14:55,14,2pm-6pm,9,,,,,176,WALWORTH ROAD - SOUTHWARK,,,,,,,,,,Southwark,,532349,178183,"abusive male boarded bus with a bicycle and won't get off.
*1536 log cleared as bus on the move on gis.",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,25/11/2023 15:36,
,,9529886,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,15:00,15,2pm-6pm,9,,,,,266,HIGH STREET HARLESDEN - BRENT,,,,,,,,,,Brent,,521651,183322,alleges abusive male.,DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,25/11/2023 15:04,
,,9529892,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,15:05,15,2pm-6pm,9,,,,,148,WALWORTH ROAD - SOUTHWARK,,,,,,,,,,Southwark,,532323,178260,aware,DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 15:06,
,,9529935,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,15:31,15,2pm-6pm,9,,,,,3,"CROXTED ROAD - LAMBETH, SOUTHWARK",,,,,,,,,,Southwark,,532463,173584,RTC at location. Aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 15:32,
,,9529963,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,16:06,16,2pm-6pm,9,,,,,3,"CROXTED ROAD - LAMBETH, SOUTHWARK",,,,,,,,,,Southwark,,532069,174091,"Road has reopened
Aware",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 16:08,
,,9529995,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,16:42,16,2pm-6pm,9,,,,,122,"ELTHAM ROAD - LEWISHAM, GREENWICH",,,,,,,,,,Greenwich,,541519,174635,"THERE IS A BUS STOP HOODED AT THE LOCATION BUT NO WORKS GOING ON 

NRT 1645HRS - NO STOPS CLOSED ON SMARTWORKER. WILL AWAIT FURTHER CALLS

NRT 1810HRS - NO FURTHER CALLS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 18:10,
,,9530024,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,17:22,17,2pm-6pm,9,,,,,57,"MITCHAM ROAD - MERTON, WANDSWORTH",,,,,,,,,,Wandsworth,,527530,171412,BLACK FEMALE 40+ IS HITTING THE MIRROR,DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,24/11/2023 17:30,
,,9530027,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,17:26,17,2pm-6pm,9,,,,,44,WIMBLEDON ROAD - WANDSWORTH,,,,,,,,,,Wandsworth,,526320,171824,"Two young females (7 & 14 years) touched inappropriately by an unknown male on the bus at about 1630hrs
Police will be requesting CCTV from the garage.

Email sent to the partnaship team.",VIOLENCE AGAINST THE PERSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 18:40,
,,9530029,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,17:27,17,2pm-6pm,9,,,,,450,[BLANK],,,,,,,,,,Croydon,,532242,166162,"Female refusing to alight at last stop stating she is sick.Has the appearance of a rough sleeper.
Passing police dealing",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 17:31,
,,9530067,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,18:02,18,6pm-10pm,9,,,,,51,SEVENOAKS WAY - LONDON BOROUGH OF BROMLEY,,,,,,,,,,Bromley,,547078,169163,mps incident - confirms passable on opps carrigaeway - mps are on scene.,DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 18:03,
,,9530069,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,18:10,18,6pm-10pm,9,,,,,,CHINGFORD ROAD - WALTHAM FOREST,,,,,,,,,,Waltham Forest,,537543,190382,"male - 19yrs - autistic - **no ethnicity 'brown' shown on CAD** - no height - slim bulid - no hair dets.

due to insuff info cannot circ.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 18:13,
,,9530106,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,18:40,18,6pm-10pm,9,,,,,150,HIGH STREET - REDBRIDGE,,,,,,,,,,Redbridge,,544435,190209,CLEAR ON CALL,DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 18:42,
,,9530126,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,19:06,19,6pm-10pm,9,,,,,36,VAUXHALL BRIDGE ROAD - CITY OF WESTMINSTER,,,,,,,,,,Westminster,,529047,179151,reffered to garage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 19:07,
,,9530167,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,19:49,19,6pm-10pm,9,,,,,78,"SHOREDITCH HIGH STREET - HACKNEY, TOWER HAMLETS",,,,,,,,,,Hackney,,533465,182474,"verbally abusive... to dvr 
NFD
long wait for police to answer
*2004 clear - pax left - drv wants to complain about mps - advised of process. attempted to canx with rtpc but no reply.",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,3,25/11/2023 20:05,
,,9530180,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,20:05,20,6pm-10pm,9,,,,,,PICCADILLY CIRCUS -,,,,,,,,,,Kent,,564369,162671,Hood gone but roadworks still there,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 20:07,
,,9530186,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,20:10,20,6pm-10pm,9,,,,,,[BLANK],,,,,,,,,,,,530000,90000,Enq re A13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 20:10,
,,9530189,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,20:14,20,6pm-10pm,9,,,,,114,"HONEYPOT LANE - HARROW, BRENT",,,,,,,,,,Brent,,518747,189578,[BLANK],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 20:15,
